OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Len,Shape__Length
5932,2830_001.5,1,1.0924,1.0104,1.0243,1.01735,-1676,6831.8,7026.4,7412.1,7849.1,8554.1,9226.5,6254,6432,6785,7185,7831,8446,4600,4800,5100,5500,6200,6800,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,240.816310137,240.816194431189
5933,2830_001.7,1,1.0924,1.0104,1.0243,1.01735,1294,6429.0,6676.3,7157.2,6896.0,7286.4,7936.3,5885,6112,6552,6313,6670,7265,7200,7400,7800,7600,8000,8600,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new connectivity in 2032 between 1600 S in Springville and 1600 N in Mapleton, ,0, ,0,1,0,0,0,0,0,0,Utah,1342.33634608,1342.33630853445
5934,2830_002.3,1,1.0924,1.0104,1.0243,1.01735,1004,2776.5,2831.4,3242.7,3090.1,3531.8,4251.4,2542,2592,2968,2829,3233,3892,3500,3600,4000,3800,4200,4900,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new connectivity in 2032 between 1600 S in Springville and 1600 N in Mapleton, ,0, ,0,1,0,0,0,0,0,0,Utah,818.674101576,818.674193240785
5935,2830_002.7,1,1.0924,1.0104,1.0243,1.01735,2118,3980.6,4094.6,4539.6,4469.9,4809.9,5319.0,3644,3748,4156,4092,4403,4869,5800,5900,6300,6200,6500,7000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new connectivity in 2032 between 1600 S in Springville and 1600 N in Mapleton, ,0, ,0,1,0,0,0,0,0,0,Utah,764.785485465,764.785586510286
5936,2830_003.0,1,1.0946,1.0117,1.0095,1.0106,635,5611.9,5849.3,6461.7,6248.6,6534.7,6994.8,5127,5344,5903,5709,5970,6390,5800,6000,6500,6300,6600,7000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,0,0,0,0,0,Utah,1061.81816824,1061.81818315707
5937,2830_003.5,1,1.0946,1.0117,1.0095,1.0106,4246,3442.7,3642.1,3985.0,3981.5,4014.5,4127.7,3145,3327,3641,3637,3668,3771,7400,7600,7900,7900,7900,8000,49,MAG,MAG,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,match adjacent, ,0, ,0,1,0,0,0,0,0,0,Utah,810.931520278,810.931555711526
5938,2831_000.0,1,0.984,1.0276,1.0316,1.0296,169,13.8,12.9,17.0,21.1,19.2,289.9,14,13,17,21,20,295,200,200,200,200,200,450,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,4677.22979458,4677.22979741628
5939,2831_002.2,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Utah,511.164106253,511.164015473442
5940,2831_002.4,1,0.984,1.0276,1.0316,1.0296,0,0.0,0.0,0.0,0.0,29.2,974.0,0,0,0,0,30,990,0,0,0,0,30,1000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Utah,1033.90550876,1033.90552203994
5941,2831_002.9,1,0.984,1.0276,1.0316,1.0296,384,470.2,599.9,1014.0,1479.4,1934.7,3135.0,478,610,1030,1503,1966,3186,850,1000,1400,1900,2400,3600,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,1,0,0,Utah,3248.87041542,3248.87045228483
5942,2831_004.4,1,1.0924,1.0104,1.0243,1.01735,1535,1308.8,3803.2,4547.7,6356.5,5473.1,6265.5,1198,3482,4163,5819,5010,5736,2700,5000,5700,7400,6500,7300,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,0,0,0,0,0,Utah,405.696975681,405.69700637689
5943,2831_004.6,1,1.0946,1.0117,1.0095,1.0106,-751,3512.1,5061.6,5827.6,6679.0,6315.5,6957.8,3209,4624,5324,6102,5770,6356,2500,3900,4600,5400,5000,5600,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new center st interchange in 2042, ,0, ,0,1,0,0,0,0,0,0,Utah,569.769391561,569.769316568545
5944,2832_000.0,1,1.0946,1.0117,1.0095,1.0106,3740,2660.8,3302.9,3675.8,4042.4,3666.8,4051.8,2431,3017,3358,3693,3350,3702,6200,6800,7100,7400,7100,7400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new center st interchange in 2042, ,0, ,0,1,0,0,0,0,0,0,Utah,1148.43722736,1148.43724857823
5945,2832_000.5,1,1.0946,1.0117,1.0095,1.0106,4068,4049.1,4944.9,5429.6,5790.4,5069.0,5323.4,3699,4518,4960,5290,4631,4863,7800,8600,9000,9400,8700,8900,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new center st interchange in 2042, ,0, ,0,1,0,0,0,0,0,0,Utah,421.89993744,421.899975963794
5946,2832_000.7,1,1.0946,1.0117,1.0095,1.0106,-6377,15481.6,14605.0,16192.0,17690.3,13843.5,15213.6,14144,13343,14793,16161,12647,13899,7800,7000,8400,9800,6300,7500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new center st interchange in 2042, ,0, ,0,1,0,0,1,0,0,0,Utah,81.0078379815,81.0078059005007
5947,2832_000.8,1,1.0924,1.0104,1.0243,1.01735,2337,4553.2,5462.7,6963.5,8205.1,8073.8,9038.9,4168,5001,6374,7511,7391,8274,6500,7300,8700,9800,9700,10500,49,MAG,MAG,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,0,0,0,0,0,Utah,1294.78402964,1294.78403676394
5948,2833_000.0,1,1.0924,1.0104,1.0243,1.01735,-1071,1715.7,2121.0,2194.8,2398.8,4157.9,2658.3,1571,1942,2009,2196,3806,2433,500,850,950,1100,2700,1400,49,MAG,MAG,0,0,1050,1050,1100,-400,1000,0,0,0,1,0,0,0,match tdm. smooth., ,0, ,0,0,0,1,0,1,0,0,Utah,535.886084199,535.886054306212
5949,2833_000.2,1,1.0918,1.0107,1.0324,1.02155,-546,1141.5,1431.1,1672.3,1799.4,3605.1,1671.5,1046,1311,1532,1648,3302,1531,500,750,1000,1100,2800,1000,49,MAG,MAG,0,0,550,500,500,-1100,700,0,0,0,0,0,0,0,match tdm. smooth., ,0, ,0,0,0,1,0,1,0,0,Utah,864.327668909,864.327660182601
5950,2833_000.7,1,1.0918,1.0107,1.0324,1.02155,-1543,2230.3,2282.7,3261.5,3789.7,4945.7,5844.5,2043,2091,2987,3471,4530,5353,500,550,1400,1900,3000,3800,49,MAG,MAG,0,0,1550,1600,1600,1500,1600,0,0,0,1,0,0,0,none, ,0, ,0,0,0,1,0,1,0,0,Utah,838.464210302,838.464259579257
5951,2835_000.4,1,1.0924,1.0104,1.0243,1.01735,93,444.9,770.0,1063.1,1471.7,2430.3,3341.1,407,705,973,1347,2225,3058,500,800,1100,1400,2300,3200,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,1,0,0,Utah,747.18539155,747.185419058711
5952,2835_000.7,1,1.0918,1.0107,1.0324,1.02155,-613,1214.7,1499.9,1781.9,2068.6,3037.1,3075.9,1113,1374,1632,1895,2782,2817,500,750,1000,1300,2200,2200,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,1,0,1,0,0,Utah,524.5829372,524.582908495451
5953,2837_000.0,1,1.0924,1.0104,1.0243,1.01735,-3888,5339.2,5508.3,5711.9,5960.5,6189.2,6195.0,4888,5042,5229,5456,5666,5671,1000,1200,1300,1600,1800,1800,49,MAG,MAG,0,0,3800,3900,3900,3900,3900,0,0,0,0,0,0,0,match tdm, ,0, ,0,0,0,1,0,1,0,0,Utah,789.184534165,789.184593450541
5954,2837_000.4,1,1.0924,1.0104,1.0243,1.01735,-9131,11067.6,11961.8,13030.8,14418.0,14213.8,14710.2,10131,10950,11929,13198,13012,13466,1000,1800,2800,4100,3900,4300,49,MAG,MAG,0,0,9200,9200,8900,9100,9200,0,0,0,0,0,0,0,match tdm. new interchange in 2032., ,0, ,0,0,0,1,0,1,0,0,Utah,751.276185977,751.276211688971
5955,2837_000.7,1,1.0946,1.0117,1.0095,1.0106,-10551,12643.3,10949.2,12009.6,13044.4,10756.7,11727.7,11551,10003,10972,11917,9827,10714,1000,-548,400,1400,-724,150,49,MAG,MAG,0,0,10548,10600,10600,10524,10350,0,0,0,0,0,0,0,match tdm. new interchange in 2042., ,0, ,0,1,0,1,0,1,0,0,Utah,749.705945138,749.705940499262
5956,2839_000.0,1,1.0918,1.0107,1.0324,1.02155,-688,1297.6,1284.0,1585.0,1633.3,1777.3,4079.5,1188,1176,1452,1496,1628,3736,500,500,750,800,950,3000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,1,0,1,0,0,Utah,2177.2893102,2177.28931684412
5957,2839_001.0,1,1.0924,1.0104,1.0243,1.01735,-444,1031.0,1049.2,1118.2,1194.0,1711.3,2206.5,944,960,1024,1093,1567,2020,500,500,600,650,1100,1600,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,1,0,0,Utah,986.634226518,986.634266465414
5958,2841_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Utah,726.028008295,726.027960560785
5959,2841_000.3,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Utah,1237.81882701,1237.81884309448
5960,2843_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0,0,500,500,500,500,500,0,0,0,0,0,0,0,hand forecast, ,0, ,0,0,0,0,0,0,0,0,Utah,493.005574274,493.005547131552
5961,2843_000.2,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0,0,500,500,500,500,500,0,0,0,0,0,0,0,hand forecast, ,0, ,0,0,0,0,0,0,0,0,Utah,1631.36806895,1631.36806096753
5962,2843_001.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0,0,500,500,500,500,500,0,0,0,0,0,0,0,hand forecast, ,0, ,0,0,0,0,0,0,0,0,Utah,155.513353461,155.513345877633
5963,2844_000.0,1,1.0924,1.0104,1.0243,1.01735,2690,730.5,1062.8,1431.0,2211.3,1277.5,1796.6,669,973,1310,2024,1169,1645,3400,3700,4000,4700,3900,4300,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new center st interchange in 2042, ,0, ,0,1,0,0,0,0,0,0,Utah,1071.93493805,1071.93494126445
5964,2845_000.0,1,1.0918,1.0107,1.0324,1.02155,-13,3885.5,5017.4,5891.6,11246.8,14132.4,16618.9,3559,4596,5396,10301,12944,15222,3500,4600,5400,10500,13000,15000,49,MAG,MAG,0,0,0,0,-2000,-1000,-500,0,0,0,0,0,0,0,"smoothing, increase in 2032 due to I-15 traffic shifting from 400S to 1600S because of new facility", ,0, ,0,0,0,0,0,1,0,0,Utah,942.439045488,942.438947235819
5965,2845_000.4,1,1.0924,1.0104,1.0243,1.01735,-509,4430.0,5568.3,6475.3,20915.3,29184.1,31763.3,4055,5097,5928,19146,26716,29077,3500,4600,5400,18500,26000,28500,49,MAG,MAG,0,0,0,0,-5000,-5000,-4000,0,0,0,0,0,0,0,"smoothing, increase in 2032 due to I-15 traffic shifting from 400S to 1600S because of new facility", ,0, ,0,0,0,0,0,1,0,0,Utah,483.405739568,483.40579816889
5966,2845_000.7,1,1.0924,1.0104,1.0243,1.01735,299,3546.9,4478.7,4543.2,15326.9,18699.6,19633.1,3247,4100,4159,14030,17118,17972,3500,4400,4500,14500,17500,18500,49,MAG,MAG,0,0,0,500,-3000,-3000,-2000,0,0,0,0,0,0,0,"smoothing, increase in 2032 due to I-15 traffic shifting from 400S to 1600S because of new facility", ,0, ,0,0,0,0,0,1,0,0,Utah,1136.64123953,1136.64129177115
5967,2845_001.2,1,1.0924,1.0104,1.0243,1.01735,1110,2661.4,3097.6,4124.2,13740.6,12893.9,14134.6,2436,2836,3775,12578,11803,12939,3500,3900,4900,13500,13000,14000,49,MAG,MAG,0,0,0,0,-3500,-2500,-1000,0,0,0,0,0,0,0,"smoothing, increase in 2032 due to I-15 traffic shifting from 400S to 1600S because of new facility", ,0, ,0,0,0,0,0,1,0,0,Utah,2294.13342982,2294.13333528808
5968,2846_000.0,1,1.0924,1.0104,1.0243,1.01735,-6033,13926.7,14729.3,16495.7,15135.5,17384.1,19772.5,12749,13483,15100,13855,15914,18100,6700,7400,9100,7800,9900,12000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new 1600 S interchange in 2032, ,0, ,0,1,0,0,0,0,0,0,Utah,800.594301967,800.594282039321
5969,2846_000.3,1,1.0924,1.0104,1.0243,1.01735,-1442,8911.6,9659.5,11576.2,11315.2,11946.6,14326.0,8158,8842,10597,10358,10936,13114,6700,7400,9200,8900,9500,11500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new 1600 S interchange in 2032, ,0, ,0,1,0,0,0,0,0,0,Utah,569.492646353,569.492659103705
5970,2846_000.6,1,1.0924,1.0104,1.0243,1.01735,-851,8266.5,9079.9,10942.9,10720.4,14842.5,20196.3,7567,8312,10017,9814,13587,18488,6700,7500,9200,9000,12500,17500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new 1600 S interchange in 2032, ,0, ,0,1,0,0,0,0,0,0,Utah,1468.7132176,1468.71315541209
5971,2846_001.3,1,1.0924,1.0104,1.0243,1.01735,-44,7384.6,8441.1,10056.2,11515.5,13133.2,15160.0,6760,7727,9206,10541,12022,13878,6700,7700,9200,10500,12000,14000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,2520.12208249,2520.12222621969
5972,2848_000.0,1,1.0924,1.0104,1.0243,1.01735,-353,2043.9,2238.0,2547.0,2058.3,1566.8,1837.0,1871,2049,2332,1884,1434,1682,1500,1700,2000,1500,1100,1300,49,MAG,MAG,0,0,0,0,0,500,300,0,1,0,0,0,0,0,new 1600 S I-15 interchange, ,0, ,0,1,0,0,0,0,0,0,Utah,2838.58325529,2838.58315761433
5973,2848_001.3,1,1.0924,1.0104,1.0243,1.01735,-3742,5746.3,5849.2,6223.9,17249.4,19577.8,21097.9,5260,5354,5697,15790,17922,19313,1500,1600,2000,12000,14000,15500,49,MAG,MAG,0,0,3800,3700,4000,4000,4000,0,0,0,0,0,1,0,match tdm. new capacity in 2032, ,0, ,0,0,0,1,0,1,0,0,Utah,476.802502969,476.802438721896
5974,2848_001.6,1,1.0924,1.0104,1.0243,1.01735,-2727,4636.7,5546.2,6544.7,18744.2,21371.8,25437.5,4245,5077,5991,17159,19564,23286,1500,2400,3300,14500,17000,20500,49,MAG,MAG,0,0,2700,2700,2500,2500,3000,0,0,0,1,0,1,0,match tdm. new capacity in 2032, ,0, ,0,0,0,1,0,1,0,0,Utah,1304.67838023,1304.67837518002
5975,2848_002.2,1,1.0924,1.0104,1.0243,1.01735,-2287,4156.5,5004.5,6010.6,18977.8,21061.5,25350.8,3805,4581,5502,17373,19280,23207,1500,2300,3200,15000,17000,21000,49,MAG,MAG,0,0,2300,2300,2500,2500,2000,0,0,0,1,0,1,0,match tdm. new capacity in 2032, ,0, ,0,0,0,1,0,1,0,0,Utah,1353.67088256,1353.67086743586
5976,2849_000.0,1,1.0946,1.0117,1.0095,1.0106,-4552,8583.2,9637.6,10900.5,10174.4,11218.0,13015.0,7841,8805,9958,9295,10248,11890,3300,4300,5400,4700,5700,7300,49,MAG,MAG,0,0,4500,4100,5100,4300,4700,0,0,0,0,0,0,0,match tdm. smooth., ,0, ,0,0,0,1,0,1,0,0,Utah,1153.97256606,1153.97259248511
5977,2849_000.5,1,1.0946,1.0117,1.0095,1.0106,-8623,13038.6,14808.5,16322.1,15896.4,15528.0,17789.3,11912,13529,14911,14523,14186,16252,3300,4900,6300,5900,5600,7600,49,MAG,MAG,0,0,8100,7700,8600,9400,8900,0,0,0,0,0,0,0,match tdm. smooth., ,0, ,0,0,0,1,0,1,0,0,Utah,115.796299453,115.796303708028
5978,2849_000.6,1,1.0946,1.0117,1.0095,1.0106,-6964,8822.1,15946.3,19638.2,21263.8,23200.8,25947.1,8060,14568,17941,19426,21196,23705,1100,7600,11000,12500,14000,16500,49,MAG,MAG,0,0,6900,7000,7000,7000,7000,0,0,0,0,0,0,0,match tdm, ,0, ,0,0,0,1,0,1,0,0,Utah,1222.48938902,1222.48944229597
5979,2849_001.2,1,1.0946,1.0117,1.0095,1.0106,-1891,3269.8,4370.4,8983.6,11167.8,13580.1,18220.3,2987,3993,8207,10203,12406,16646,1100,2100,6300,8300,10500,15000,49,MAG,MAG,0,0,1900,1900,1700,2000,1500,0,0,0,0,0,0,0,match tdm, ,0, ,0,0,0,1,0,1,0,0,Utah,1192.24844004,1192.24845495024
5980,2849_002.4,1,1.0924,1.0104,1.0243,1.01735,-459,1047.3,1536.6,4806.8,9352.6,13169.3,16823.4,959,1407,4400,8562,12055,15400,500,950,3900,8100,11500,15000,49,MAG,MAG,0,0,450,500,500,500,500,0,0,0,0,0,0,0,match tdm, ,0, ,0,0,0,0,0,1,0,0,Utah,576.823116032,576.82309158454
5981,2849_005.0,1,1.0924,1.0104,1.0243,1.01735,0,0.0,0.0,0.0,13454.8,16265.5,17744.3,0,0,0,12317,14890,16243,0,0,0,12500,15000,16000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,1,0,0,1,0,new road in 2032, ,0, ,0,0,1,0,0,0,0,0,Utah,244.772280103,244.772279725909
5982,2850_000.0,1,0.984,1.0276,1.0316,1.0296,0,2999.0,3030.0,3094.6,3003.0,3572.8,3387.3,3048,3079,3145,3052,3631,3442,3000,3100,3100,3100,3600,3400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new connection in 2050, ,0, ,0,1,0,0,0,0,0,0,Utah,1568.87809197,1568.8781974587
5983,2851_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0,0,500,500,600,800,950,0,0,0,0,0,0,0,hand forecasts -- not along TAZ boundary, ,0, ,0,0,0,0,0,0,0,0,Utah,2653.95382443,2653.95384163948
5984,2851_001.3,1,0.984,1.0276,1.0316,1.0296,110,383.9,397.0,455.1,504.0,689.0,829.3,390,403,463,512,700,843,500,500,550,600,800,950,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,298.96675748,298.966657011159
5985,2851_001.4,1,0.984,1.0276,1.0316,1.0296,152,342.0,388.0,488.0,574.0,850.0,954.3,348,394,496,583,864,970,500,550,650,750,1000,1100,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,1361.15547005,1361.15541338992
5986,2852_000.0,1,0.984,1.0276,1.0316,1.0296,140,315.0,507.0,726.0,834.0,1117.8,1212.1,320,515,738,848,1136,1232,450,650,900,1000,1300,1400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,1,0,0,Utah,1874.43964842,1874.4396262089
5987,2852_000.9,1,0.984,1.0276,1.0316,1.0296,-1570,1998.0,2053.0,2108.0,2118.0,2649.0,2811.1,2030,2086,2142,2152,2692,2857,450,500,550,600,1100,1300,49,MAG,MAG,0,0,1600,1550,1600,1600,1600,0,0,0,0,0,0,0,match tdm, ,0, ,0,0,0,1,0,1,0,0,Utah,1045.58354788,1045.58347933942
5988,2852_001.4,1,0.984,1.0276,1.0316,1.0296,-131,581.9,584.0,626.7,644.6,708.8,694.8,591,593,637,655,720,706,450,450,500,500,600,600,49,MAG,MAG,0,0,150,150,150,100,100,0,0,0,0,0,0,0,match tdm, ,0, ,0,0,0,0,0,0,0,0,Utah,4614.63802757,4614.63798490854
5989,2853_000.0,1,1.0918,1.0107,1.0324,1.02155,-269,839.4,1012.6,1040.6,1613.0,4302.9,6680.7,769,927,953,1477,3941,6119,500,650,700,1200,3700,5800,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,1,0,0,Utah,1115.84283675,1115.84282982941
5990,2853_000.5,1,1.0946,1.0117,1.0095,1.0106,-733,1349.2,1626.5,1991.3,1822.7,4102.9,5234.8,1233,1486,1819,1665,3748,4782,500,750,1100,950,3000,4000,49,MAG,MAG,0,0,0,0,250,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,1,0,1,0,0,Utah,1106.00318476,1106.00314619294
5991,2854_000.0,1,1.0924,1.0104,1.0243,1.01735,-846,3387.2,3701.4,4139.9,3367.9,3902.9,5662.3,3101,3388,3790,3083,3573,5183,2300,2500,2900,2200,2700,4300,49,MAG,MAG,0,0,0,-300,500,500,-800,0,0,0,0,0,0,0,smoothing due to ft and area type change in 2050, ,0, ,0,0,0,0,0,0,0,0,Utah,4241.74619259,4241.74620912324
5992,2854_002.0,1,0.984,1.0276,1.0316,1.0296,0,2139.3,2281.0,1857.5,1349.9,1830.8,5051.2,2174,2318,1888,1372,1861,5133,2200,2300,1900,1400,1900,5100,49,MAG,MAG,0,0,0,500,1000,500,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,0,0,0,0,0,Utah,1056.70480141,1056.70475537492
5993,2854_002.5,1,0.984,1.0276,1.0316,1.0296,0,4133.7,4262.9,3897.6,3679.1,4957.2,1952.8,4201,4332,3961,3739,5038,1985,4200,4300,4000,3700,5000,2000,49,MAG,MAG,0,0,0,300,600,0,0,0,0,0,0,0,0,0,new connectivity in 2050, ,0, ,0,1,0,0,1,0,0,0,Utah,1062.93400702,1062.93400345988
5994,2854_003.0,1,0.984,1.0276,1.0316,1.0296,0,643.1,1449.0,2042.9,2458.9,3983.3,1985.0,654,1473,2076,2499,4048,2017,650,1500,2100,2500,4000,2000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new connectivity in 2050, ,0, ,0,1,0,0,0,1,0,0,Utah,1067.47155952,1067.47156204369
5995,2854_003.5,1,0.984,1.0276,1.0316,1.0296,0,403.5,755.2,1274.8,2153.2,3832.8,6949.1,410,767,1296,2188,3895,7062,400,750,1300,2200,3900,7100,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,1,0,0,Utah,1051.69784314,1051.69788295474
5996,2854_004.0,1,0.984,1.0276,1.0316,1.0296,1845,403.9,766.8,1318.1,2196.0,5284.8,10432.0,410,779,1340,2232,5371,10602,2300,2600,3200,4100,7200,12500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,1,0,0,Utah,584.09241906,584.092375937833
5997,2854_004.3,1,0.984,1.0276,1.0316,1.0296,1837,411.0,998.1,1716.8,2882.3,5083.4,8425.1,418,1014,1745,2929,5166,8562,2300,2900,3600,4800,7000,10500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Increase in 2050 due to added capacity at 800 S interchange in 2050 rerouting traffic from west side of I-15 to east side, ,0, ,0,0,0,0,0,1,0,0,Utah,1513.55821334,1513.55824430104
5998,2855_000.0,1,1.0924,1.0104,1.0243,1.01735,-3597,7925.3,9853.6,11707.2,14163.0,22084.1,28757.7,7255,9020,10717,12965,20216,26325,3700,5400,7100,9400,16500,22500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,1,0,1,0,0,Utah,467.88309303,467.883142943095
5999,2855_000.2,1,1.0918,1.0107,1.0324,1.02155,1633,2211.3,2840.3,3516.6,4246.4,6448.3,7121.8,2025,2601,3221,3889,5906,6523,3700,4200,4900,5500,7500,8200,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,2406.93665473,2406.93658918112
6000,2856_000.0,1,0.984,1.0276,1.0316,1.0296,482,1129.8,1114.9,1219.7,1300.2,1505.6,1795.2,1148,1133,1240,1321,1530,1824,1600,1600,1700,1800,2000,2300,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,0,0,0,0,0,Utah,2051.67589076,2051.67588167701
6001,2856_001.0,1,1.0918,1.0107,1.0324,1.02155,188,1574.5,1522.5,1682.7,1725.0,2567.7,5748.5,1442,1394,1541,1580,2352,5265,1600,1600,1700,1800,2500,5500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,0,0,1,0,0,Utah,2440.63016584,2440.63010798569
6002,2856_002.1,1,1.0918,1.0107,1.0324,1.02155,-1922,3878.5,4235.4,4588.3,5377.2,11645.8,15354.3,3552,3879,4203,4925,10667,14063,1600,2000,2300,3000,8700,12000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,1,0,1,0,0,Utah,1760.24220672,1760.24228091516
6003,2857_000.0,1,1.0918,1.0107,1.0324,1.02155,-1227,1885.6,1954.7,2248.8,2106.8,1753.8,2408.4,1727,1790,2060,1930,1606,2206,500,550,850,700,400,1000,49,MAG,MAG,0,0,0,0,200,500,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,1,0,0,0,0,Utah,1687.64822593,1687.64819385121
6004,2859_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0,0,3900,3900,3900,4000,4000,0,0,0,0,0,0,0,hand forecast, ,0, ,0,0,0,0,0,0,0,0,Utah,691.211043898,691.211058580147
