SEGID,AADT1981,AADT1982,AADT1983,AADT1984,AADT1985,AADT1986,AADT1987,AADT1988,AADT1989,AADT1990,AADT1991,AADT1992,AADT1993,AADT1994,AADT1995,AADT1996,AADT1997,AADT1998,AADT1999,AADT2000,AADT2001,AADT2002,AADT2003,AADT2004,AADT2005,AADT2006,AADT2007,AADT2008,AADT2009,AADT2010,AADT2011,AADT2012,AADT2013,AADT2014,AADT2015,AADT2016,AADT2017,AADT2018,AADT2019,AADT2020,AADT2021
2060_004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22635,22880,21390,22522,23130,23361,23781,21236,23020
2060_004.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22635,22880,21390,22522,23130,23361,23781,21236,23020
2061_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,527,541,546,556,497,539
2061_000.2,,,,,,,,,,,,,,,,,,,,,,,8479,8715,8690,9075,9200,8750,8700,9275,9250,9065,8835,8935,9315,9811,10076,10177,10360,9251,10028
2061_001.1,,,,,,,,,,,,,,,,,,,,,,,8479,8715,8690,7345,7450,7335,7290,7265,7240,7095,6920,6995,7295,7683,7890,7969,8112,7244,7852
2061_001.6,,,,,,,,,,,,,,,,,,,,,,,8479,8715,8690,6175,6260,5955,5920,5895,5875,5760,5615,5675,5920,6234,4963,5013,5103,4557,4940
2062_000.0,,,,,,,,,,,,,,,,,,,,,,,17335,17105,28300,28725,29125,27700,27535,25660,25585,25075,24445,24715,25780,27144,27877,28156,28663,25596,27746
2062_000.5,,,,,,,,,,,,,,,,,,,,,,,11960,11805,27770,28185,28580,27180,27015,26910,21740,21305,20770,21000,21900,23062,24684,24931,25380,22664,24568
2062_000.9,,,,,,,,,,,,,,,,,,,,,,,5470,5400,5395,9425,9555,9090,9035,9000,8970,8790,8570,8665,9040,9518,9775,9873,10051,8976,9730
2062_002.1,,,,,,,,,,,,,,,,,,,,,,,5490,5525,5520,5605,6535,6215,6175,5835,5820,5705,5560,5620,5865,6174,6341,6404,6519,5821,6310
2062_002.4,,,,,,,,,,,,,,,,,,,,,,,5490,5525,5520,5605,6535,6215,6175,5835,5820,5705,5560,5620,5865,6174,6341,6404,6519,5821,6310
2063_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
